"SRR5689224_sorted"	"SRR5689225_sorted"	"SRR5689226_sorted"	"SRR5689227_sorted"	"SRR5689228_sorted"	"SRR5689229_sorted"	"SRR5689230_sorted"	"SRR5689231_sorted"	"SRR5689232_sorted"	"SRR5689233_sorted"	"SRR5689234_sorted"	"SRR5689235_sorted"
"gene:Rv2994"	2200	2329	506	734	1140	214	1943	1478	804	819	396	744
"gene:Rv2995c"	5364	6389	2095	3526	6270	1424	3116	2139	2690	3200	2307	3458
"gene:Rv2996c"	6390	6848	626	916	8090	2163	3515	2807	902	1036	1844	2798
"gene:Rv2997"	465	559	131	163	501	155	327	215	82	75	201	333
"gene:Rv2998"	166	195	57	104	195	51	74	66	61	47	70	120
"gene:Rv2998A"	14	15	1	8	5	3	10	10	6	8	4	10
"gene:Rv2999"	277	252	88	164	189	67	105	76	61	33	71	77
"gene:Rv3000"	138	138	50	60	83	31	41	36	29	20	31	39
"gene:Rv3001c"	6060	5945	4407	6563	2923	502	6873	6741	4933	3393	1588	2024
"gene:Rv3002c"	2006	1777	846	1213	983	205	1263	1113	1011	747	540	667
"gene:Rv3003c"	9163	8731	4167	6201	6456	1711	4769	3877	4211	3013	2995	4181
"gene:Rv3004"	920	1051	237	315	971	471	604	518	132	146	528	724
"gene:Rv3005c"	9800	9966	329	470	6006	2531	5151	3532	502	631	1640	1886
"gene:Rv3006"	6259	5757	1202	1617	5082	1150	2435	1470	1393	1441	1783	4502
"gene:Rv3007c"	471	537	444	539	2131	957	907	863	426	317	942	2441
"gene:Rv3008"	745	785	346	475	1591	921	819	590	186	224	491	928
"gene:Rv3009c"	4572	4572	1143	1481	3482	945	2445	2202	1242	1176	1119	2913
"gene:Rv3010c"	2608	3152	1302	1854	3581	1160	5087	5828	1573	1412	1727	3578
"gene:Rv3011c"	1655	1703	622	978	618	192	528	370	62	78	208	505
"gene:Rv3012c"	142	167	166	222	138	44	40	28	5	13	25	70
"gene:Rv3013"	718	756	93	107	1958	1253	102	54	15	33	75	336
"gene:Rv3014c"	1812	1728	1501	2096	1209	328	995	866	363	391	438	1242
"gene:Rv3015c"	872	915	557	776	679	271	458	379	234	190	203	471
"gene:Rv3016"	835	858	432	672	2882	1456	891	824	726	540	998	1347
"gene:Rv3017c"	88	101	227	273	405	91	29	26	41	62	414	245
"gene:Rv3018c"	95	108	163	302	610	200	54	31	28	45	1445	237
"gene:Rv3018A"	10	10	15	21	101	16	3	3	2	3	357	35
"gene:Rv3019c"	46	33	58	103	569	130	30	34	16	16	1735	150
"gene:Rv3020c"	34	24	40	55	361	100	27	19	2	8	1549	104
"gene:Rv3022A"	10	16	91	140	392	210	6	3	3	7	629	80
"gene:Rv3023c"	97	105	755	1048	177	59	16	17	15	22	42	156
"gene:Rv3024c"	2451	2439	364	416	2154	634	924	666	291	300	1032	1141
"gene:Rv3025c"	3713	3598	621	774	4149	1628	1608	1316	464	465	1952	2731
"gene:Rv3026c"	380	340	221	320	251	92	127	123	41	51	86	209
"gene:Rv3027c"	541	480	254	361	585	239	167	113	58	105	167	164
"gene:Rv3028c"	12718	13750	1626	2158	5095	1316	6862	4216	789	1281	2146	2309
"gene:Rv3029c"	11203	11054	1298	1686	6246	2081	4679	3264	374	615	2189	2051
"gene:Rv3030"	1024	1042	250	414	483	66	598	448	168	249	118	296
"gene:Rv3031"	2104	2311	310	444	591	95	986	700	257	394	193	498
"gene:Rv3032"	1620	1608	148	202	411	62	522	354	103	172	113	280
"gene:Rv3032A"	267	281	21	41	72	12	129	102	28	38	28	47
"gene:Rv3033"	214	241	109	168	478	117	166	109	124	179	96	117
"gene:Rv3034c"	1419	1278	839	1138	2343	928	785	627	255	420	837	880
"gene:Rv3035"	1828	1820	388	549	1593	947	680	493	276	306	483	927
"gene:Rv3036c"	1232	1110	880	1024	2624	905	749	660	677	539	838	2005
"gene:Rv3037c"	1843	1925	567	752	1003	411	294	245	306	347	323	1314
"gene:Rv3038c"	3246	3118	1403	1943	2338	619	1175	967	675	780	664	4095
"gene:Rv3039c"	919	972	265	336	559	166	530	381	109	143	227	329
"gene:Rv3040c"	901	1046	300	489	480	238	560	408	100	129	324	448
"gene:Rv3041c"	1327	1396	249	380	688	244	512	354	65	129	253	404
"gene:Rv3042c"	5322	5472	434	629	1936	311	1930	1349	596	690	568	1283
"gene:Rv3043c"	11504	11209	1473	1919	6516	1121	9842	8158	1341	1584	1255	2600
"gene:Rv3044"	3778	3774	317	452	2971	879	1360	993	308	383	1116	2447
"gene:Rv3045"	6343	6724	2367	3101	3644	767	6785	7015	1647	2002	1329	3295
"gene:Rv3046c"	690	756	632	832	2238	947	1019	948	247	229	1058	1824
"gene:Rv3047c"	248	208	296	361	801	282	64	67	184	153	279	306
"gene:Rv3048c"	2240	1883	2358	2987	7896	3416	969	914	1955	1686	3047	1715
"gene:Rv3049c"	11908	9895	12819	16439	37805	10882	4464	3499	8416	7275	3855	7078
"gene:Rv3050c"	9870	8755	1735	2296	6928	2091	4024	3589	2000	1950	2380	3586
"gene:Rv3051c"	46551	40842	10107	13819	30060	8402	24973	23039	11915	11850	13237	21161
"gene:Rv3052c"	11126	10319	5090	6494	12111	4902	5723	5757	4351	3952	6177	9886
"gene:Rv3053c"	11564	10089	6347	7681	16048	6996	4514	3747	5009	4774	6850	9763
"gene:Rv3054c"	53	48	1354	1818	3032	414	36	18	42	25	3090	12097
"gene:Rv3055"	408	465	192	272	428	149	252	202	121	114	294	1589
"gene:Rv3056"	751	725	224	281	557	159	493	379	184	226	353	2432
"gene:Rv3057c"	1279	1262	589	876	1451	549	927	819	396	463	652	959
"gene:Rv3058c"	1789	1647	511	606	2174	1428	816	727	315	285	1461	1136
"gene:Rv3059"	2147	2338	709	946	3165	775	3796	4258	765	708	1332	1037
"gene:Rv3060c"	3065	2991	2635	2974	3205	1950	1086	949	1270	1277	10840	7795
"gene:Rv3061c"	3677	3489	5186	6857	4589	3042	2865	3293	3495	3825	20621	10426
"gene:Rv3062"	1221	1180	4026	5365	8246	3612	522	368	656	795	7172	5333
"gene:Rv3063"	1095	1108	1053	1457	1247	409	678	530	208	229	547	683
"gene:Rv3064c"	348	363	399	576	288	92	238	186	140	205	289	849
"gene:Rv3065"	221	239	615	837	308	162	242	238	85	98	609	2437
"gene:Rv3066"	329	307	629	959	395	204	246	188	155	147	675	2703
"gene:Rv3067"	234	256	335	507	229	85	237	270	166	190	191	546
"gene:Rv3068c"	982	1084	332	411	643	192	893	845	207	199	241	385
"gene:Rv3069"	395	398	583	805	594	330	263	224	270	235	210	469
"gene:Rv3070"	126	125	161	212	149	60	75	38	60	46	54	128
"gene:Rv3071"	370	342	462	697	400	166	163	116	143	157	184	348
"gene:Rv3072c"	440	456	115	169	193	43	141	138	118	116	74	168
"gene:Rv3073c"	382	433	243	329	378	160	175	215	224	211	141	250
"gene:Rv3074"	1153	1266	593	850	463	164	1423	1052	402	374	538	599
"gene:Rv3075c"	8333	10281	1102	1436	4438	1593	7083	6826	1088	1401	1449	1937
"gene:Rv3076"	1924	1819	269	347	738	288	1344	1161	310	328	416	358
"gene:Rv3077"	1111	1146	357	532	942	228	759	712	212	226	430	517
"gene:Rv3078"	343	380	61	92	196	41	230	183	53	80	81	106
"gene:Rv3079c"	325	407	232	360	1166	490	294	296	313	293	294	603
"gene:Rv3080c"	1598	1820	1421	1771	3540	1334	3768	3616	2385	2290	1139	1356
"gene:Rv3081"	427	459	635	837	960	427	149	106	204	183	1004	3032
"gene:Rv3082c"	129	123	178	274	691	174	78	94	184	156	950	1327
"gene:Rv3083"	1266	1223	721	1014	1883	440	1806	2061	380	364	1218	1907
"gene:Rv3084"	426	396	237	315	572	83	870	1068	186	190	346	619
"gene:Rv3085"	420	371	234	292	457	68	826	975	213	194	310	623
"gene:Rv3086"	1913	1962	1828	2525	4470	2056	3219	3186	1689	1286	3258	3040
"gene:Rv3087"	1001	1138	843	1138	3130	1040	2210	2402	1898	904	1328	2169
"gene:Rv3088"	611	735	520	721	2793	575	1103	1251	1502	709	626	1125
"gene:Rv3089"	1185	1214	839	1124	3822	787	2193	2208	2432	1339	939	1874
"gene:Rv3090"	197	179	80	134	157	38	105	71	14	27	46	68
"gene:Rv3091"	2862	2906	2202	2937	3293	1511	1159	829	556	706	1438	975
"gene:Rv3092c"	3414	3414	1976	2487	4672	1506	1251	882	1448	1534	3247	5249
"gene:Rv3093c"	508	429	2881	4207	3364	626	404	321	419	622	3544	1786
"gene:Rv3094c"	480	355	3390	4707	4140	997	241	232	484	533	3919	1943
"gene:Rv3095"	435	371	2303	3048	1720	601	168	143	439	492	1673	703
"gene:Rv3096"	2407	2261	1017	1525	2754	415	1362	942	233	383	847	574
"gene:Rv3097c"	268	276	1463	2145	920	351	169	131	47	49	285	634
"gene:Rv3098c"	340	362	1427	1901	1611	553	362	399	299	334	862	1009
"gene:Rv3098A"	1129	1053	415	579	2094	794	378	374	164	175	972	1963
"gene:Rv3099c"	3393	3522	282	313	2877	1268	1762	1333	346	342	1195	1443
"gene:Rv3100c"	1054	1165	87	127	585	179	159	124	58	85	332	976
"gene:Rv3101c"	2034	1928	317	435	1566	541	330	204	151	221	661	1694
"gene:Rv3102c"	1115	977	156	197	1131	417	168	87	45	70	503	1663
"gene:Rv3103c"	580	646	102	99	350	85	227	179	110	126	150	436
"gene:Rv3104c"	4159	4103	395	586	2082	553	1531	1097	585	665	1166	3573
"gene:Rv3105c"	3120	2960	532	693	3029	1136	911	667	350	433	1594	4246
"gene:Rv3106"	881	885	573	793	882	331	581	413	261	328	366	531
"gene:Rv3107c"	1150	1164	525	822	976	356	799	691	556	498	510	499
"gene:Rv3108"	30	27	55	56	26	5	9	3	2	1	2	7
"gene:Rv3109"	93	80	127	173	125	59	10	16	5	9	12	25
"gene:Rv3110"	26	36	64	66	68	134	13	11	4	11	24	58
"gene:Rv3111"	21	18	57	60	44	58	7	3	1	2	14	46
"gene:Rv3112"	19	20	50	52	33	26	19	27	1	6	20	28
"gene:Rv3113"	36	25	75	95	37	29	9	24	4	2	12	40
"gene:Rv3114"	34	19	28	46	18	13	7	3	4	1	8	31
"gene:Rv3115"	93	91	724	1041	175	48	18	14	11	18	64	159
"gene:Rv3116"	2197	2098	340	415	2166	553	1279	941	486	449	551	863
"gene:Rv3117"	1974	1722	263	319	4127	1537	853	612	121	187	1564	2040
"gene:Rv3118"	1061	1088	158	196	1683	513	836	577	97	190	769	1069
"gene:Rv3119"	1232	1224	135	133	722	164	871	956	144	166	398	509
"gene:Rv3120"	1124	1217	116	166	635	137	764	711	211	181	372	452
"gene:Rv3121"	1694	1606	260	327	878	292	368	358	137	166	256	505
"gene:Rv3122"	616	556	192	301	169	53	263	189	39	70	1015	969
"gene:Rv3123"	578	591	211	299	220	63	418	235	63	85	486	854
"gene:Rv3124"	209	152	127	141	644	255	94	63	103	100	234	249
"gene:Rv3125c"	317	282	81	129	999	237	336	180	17	34	92	212
"gene:Rv3126c"	57	52	45	54	1156	246	247	82	24	71	29	68
"gene:Rv3127"	28286	31620	4943	6534	96653	25241	124169	106110	12707	11461	13732	19318
"gene:Rv3129"	52	37	49	81	116	55	72	92	81	36	30	52
"gene:Rv3130c"	67429	78736	47423	69386	402743	102187	715213	765882	162875	115519	38259	63389
"gene:Rv3131"	46198	54543	33073	45522	79965	30333	262588	280425	146590	100916	16922	34433
"gene:Rv3132c"	10862	11365	1343	2126	20877	3033	45819	26766	1823	1229	2668	7215
"gene:Rv3133c"	9017	9085	2925	4513	15410	2453	41181	25747	1867	1866	1569	3953
"gene:Rv3134c"	21443	22512	14236	19456	43684	7450	95577	56705	10924	11204	6444	10835
"gene:Rv3135"	1738	1385	142	182	5542	1296	594	167	88	154	228	1718
"gene:Rv3136"	4619	4228	485	698	10364	1698	3570	2108	282	357	450	3922
"gene:Rv3136A"	199	219	133	183	700	171	195	120	79	61	288	866
"gene:Rv3137"	1216	1131	236	275	1623	239	544	325	184	163	147	1375
"gene:Rv3138"	725	721	480	601	1302	277	793	759	987	604	378	1396
"gene:Rv3139"	8289	9517	1976	2662	17362	6096	9499	6440	1879	1565	5451	5637
"gene:Rv3140"	15603	19157	1411	2066	12967	3092	7790	4673	2605	2039	4027	4778
"gene:Rv3141"	4914	4990	1513	2278	2922	732	2450	2091	1847	1130	743	1511
"gene:Rv3142c"	3298	3674	538	716	2677	1032	4606	5281	1380	874	1387	1731
"gene:Rv3143"	131	139	70	106	197	84	35	35	7	9	42	73
"gene:Rv3144c"	3965	4370	735	948	5270	1034	3321	3106	599	585	2043	2001
"gene:Rv3145"	3637	3424	431	549	596	180	2103	1561	423	488	158	165
"gene:Rv3146"	3625	3588	383	507	349	117	1475	1304	565	622	126	176
"gene:Rv3147"	3858	3626	373	485	433	111	1830	1696	693	669	140	193
"gene:Rv3148"	7560	6913	460	665	636	152	3997	4149	858	989	257	302
"gene:Rv3149"	7048	7431	405	517	452	140	4618	4207	905	1019	211	241
"gene:Rv3150"	8022	8380	411	554	727	247	4089	3507	728	871	234	339
"gene:Rv3151"	21234	23210	811	1162	1885	665	11595	11956	2243	2323	689	1135
"gene:Rv3152"	10028	10466	228	304	680	193	4773	5236	574	783	207	359
"gene:Rv3153"	5466	5684	187	230	1106	463	2332	3053	456	472	269	429
"gene:Rv3154"	5114	5491	134	232	548	279	2149	2565	347	404	165	298
"gene:Rv3155"	1097	1127	40	42	125	50	453	608	69	71	38	45
"gene:Rv3156"	23077	23598	661	868	1343	527	10405	11132	1254	1306	391	994
"gene:Rv3157"	15306	15740	792	1075	969	446	7155	7526	954	964	267	694
"gene:Rv3158"	12931	12579	573	751	1021	329	6427	6959	678	875	249	615
"gene:Rv3159c"	891	607	506	724	4407	605	4569	2086	2170	2005	16859	19140
"gene:Rv3160c"	1854	865	1199	1631	2111	1053	15980	9416	10147	11031	62509	62690
"gene:Rv3161c"	3656	1706	3012	4429	7216	4109	62661	49616	23909	24753	218673	223646
"gene:Rv3162c"	163	202	148	216	142	38	161	121	142	130	156	239
"gene:Rv3163c"	668	784	404	632	379	101	376	310	359	325	529	510
"gene:Rv3164c"	732	725	475	693	785	156	418	369	447	399	656	663
"gene:Rv3165c"	200	182	206	294	222	71	179	146	137	111	293	276
"gene:Rv3166c"	640	703	589	875	1132	321	773	532	547	445	908	850
"gene:Rv3167c"	75	73	545	827	657	266	26	26	45	45	557	695
"gene:Rv3168"	174	137	251	314	965	636	113	62	137	152	1218	477
"gene:Rv3169"	499	464	436	543	1432	537	465	334	302	320	2823	964
"gene:Rv3170"	1347	1294	606	839	1855	609	883	698	740	564	1090	1367
"gene:Rv3171c"	6998	7898	3734	5167	8944	1034	18684	10852	3420	2836	2140	2849
"gene:Rv3172c"	677	512	611	783	488	155	279	342	558	518	321	694
"gene:Rv3173c"	8672	9355	2831	3575	3519	1326	6084	8788	7066	5590	3839	6457
"gene:Rv3174"	401	513	112	156	476	208	425	662	573	552	1109	323
"gene:Rv3175"	160	163	111	181	150	80	309	267	459	305	790	160
"gene:Rv3176c"	767	820	1304	1743	2472	1122	615	802	1082	678	2923	3897
"gene:Rv3177"	286	350	65	81	433	115	97	186	396	242	372	400
"gene:Rv3178"	45	44	14	16	40	11	12	11	57	35	74	60
"gene:Rv3179"	273	272	357	371	1128	317	126	90	41	72	623	2001
"gene:Rv3180c"	193	160	1077	1476	501	181	94	60	88	146	260	542
"gene:Rv3181c"	182	199	1258	1598	1056	337	243	171	76	99	430	634
"gene:Rv3182"	570	455	6594	7624	1250	675	251	182	161	227	733	1208
"gene:Rv3183"	102	109	3399	4356	397	231	39	25	36	46	236	355
"gene:Rv3184"	62	109	114	147	79	22	40	56	8	12	30	56
"gene:Rv3185"	133	112	363	541	118	35	32	53	20	19	49	80
"gene:Rv3186"	103	76	746	1037	101	35	45	54	7	23	67	117
"gene:Rv3187"	128	139	486	744	134	54	45	54	13	28	46	95
"gene:Rv3188"	158	135	985	1354	816	246	161	178	70	66	231	473
"gene:Rv3189"	126	108	1733	2279	554	256	127	84	88	104	195	558
"gene:Rv3190c"	2045	1997	254	315	1560	400	838	694	142	277	379	1815
"gene:Rv3190A"	1429	1443	600	863	888	227	1716	1616	235	309	211	429
"gene:Rv3191c"	103	85	39	55	107	30	62	25	18	32	28	70
"gene:Rv3192"	26	24	123	133	100	57	9	8	12	21	39	13
"gene:Rv3193c"	15033	15512	2360	3005	10619	3185	6636	5669	2578	2641	3867	10104
"gene:Rv3194c"	1353	1348	369	453	1344	369	586	594	173	259	381	1024
"gene:Rv3195"	610	569	546	765	772	242	323	249	407	393	293	343
"gene:Rv3196"	62	49	63	94	65	16	33	17	12	8	31	53
"gene:Rv3196A"	204	197	208	207	279	61	275	388	56	100	120	196
"gene:Rv3197"	13759	13433	7435	10014	23863	8079	14624	13721	11741	12624	9054	22381
"gene:Rv3197A"	194	175	223	284	1453	325	74	75	29	64	188	177
"gene:Rv3198c"	4113	3963	1132	1527	2131	556	4197	3635	1031	1058	431	1230
"gene:Rv3198A"	577	502	65	93	354	80	196	159	44	91	40	100
"gene:Rv3199c"	2078	2254	291	401	967	369	300	267	57	88	530	1052
"gene:Rv3200c"	4210	4485	599	822	2015	788	821	613	127	166	951	2177
"gene:Rv3201c"	1034	1019	2300	3087	691	128	825	544	133	134	255	1169
"gene:Rv3202c"	1448	1503	4828	6764	1387	350	1362	736	279	253	427	2452
"gene:Rv3203"	601	719	794	933	1307	694	466	337	339	314	536	2017
"gene:Rv3204"	396	440	383	601	686	301	245	223	132	178	305	490
"gene:Rv3205c"	4574	4523	3547	5054	5787	2118	2677	2009	1072	1111	3153	7073
"gene:Rv3206c"	4835	4781	9700	13180	15424	6198	6721	5227	1127	1441	17957	21753
"gene:Rv3207c"	8884	9352	789	1077	5174	1160	8229	5574	1269	1796	1784	3305
"gene:Rv3208"	2858	2894	2208	2921	1890	754	908	584	400	443	952	797
"gene:Rv3208A"	1329	1514	280	390	1139	367	609	423	61	106	211	419
"gene:Rv3209"	3602	3430	878	1427	1902	296	2771	1679	363	542	146	181
"gene:Rv3210c"	1168	1117	269	425	596	144	236	203	72	134	184	705
"gene:Rv3211"	22910	21021	7212	9716	18096	6149	7492	5128	4996	5511	4856	12534
"gene:Rv3212"	14599	14076	3749	5651	4507	1388	5554	3360	1395	1974	1953	4443
"gene:Rv3213c"	9167	8669	1722	2318	4796	1605	5772	5851	930	1138	1295	1807
"gene:Rv3214"	1221	1199	488	596	1261	426	594	513	204	200	404	775
"gene:Rv3215"	1011	1025	317	431	616	165	397	300	139	190	197	360
"gene:Rv3217c"	1352	1512	1132	1659	1658	714	1170	1020	385	501	705	1694
"gene:Rv3218"	280	280	147	169	190	26	83	52	23	34	28	104
"gene:Rv3219"	14672	13730	2197	2518	53758	25618	6067	3930	3279	2876	32399	27424
"gene:Rv3220c"	8947	9025	4211	6140	2977	1059	4895	3962	995	1208	1281	3137
"gene:Rv3221c"	1153	1023	733	994	1098	445	704	782	200	280	442	725
"gene:Rv3221A"	979	1091	1256	1610	1594	591	885	1062	544	648	1714	2717
"gene:Rv3222c"	1987	2159	2293	3361	3690	1441	1401	1096	617	698	2874	4574
"gene:Rv3223c"	2787	2590	5533	7458	12512	5725	1688	1527	900	1115	6556	9524
"gene:Rv3224"	5497	5329	1079	1530	1904	377	3925	4012	874	1327	438	492
"gene:Rv3224A"	239	311	57	79	93	13	156	157	92	107	15	43
"gene:Rv3224B"	1366	1489	250	348	317	34	780	722	474	591	71	169
"gene:Rv3225c"	1730	1678	2145	3115	2877	1228	732	547	435	425	1184	2077
"gene:Rv3226c"	631	748	1219	1768	910	283	727	783	308	306	394	1527
"gene:Rv3227"	1713	1607	525	695	1964	689	1251	903	547	587	938	1781
"gene:Rv3228"	831	897	179	302	704	179	649	451	197	221	358	725
"gene:Rv3229c"	36792	37967	7178	10004	2591	1028	38882	34352	1457	3967	16156	12675
"gene:Rv3230c"	7582	9145	4508	6578	7114	3948	16933	13754	1123	1877	16941	10793
"gene:Rv3231c"	772	755	63	79	301	78	224	205	47	53	141	315
"gene:Rv3232c"	2012	1996	146	241	1363	402	801	706	205	205	546	1093
"gene:Rv3233c"	1023	1015	162	167	438	97	271	226	107	173	151	237
"gene:Rv3234c"	2691	2578	350	401	1338	451	926	564	245	382	541	642
"gene:Rv3235"	345	364	283	321	580	218	459	368	279	291	211	654
"gene:Rv3236c"	2688	2775	313	434	1624	545	1205	973	430	410	945	1100
"gene:Rv3237c"	1001	891	151	250	1347	423	1021	1142	523	455	628	860
"gene:Rv3238c"	1280	1554	277	353	2248	383	3177	3723	869	678	622	1450
"gene:Rv3239c"	1860	1895	434	644	2084	477	1184	1050	323	452	658	1414
"gene:Rv3240c"	11343	10657	2734	3625	16656	3443	5694	4820	4583	4831	4425	6526
"gene:Rv3241c"	3969	3785	1767	2366	6409	1293	7756	6979	5734	5158	1726	2754
"gene:Rv3242c"	479	423	191	269	543	163	195	138	134	150	198	860
"gene:Rv3243c"	1656	1671	428	601	1597	595	1221	976	589	463	542	1408
"gene:Rv3244c"	8817	9388	657	1009	3982	1001	4466	2674	1722	1762	1517	3928
"gene:Rv3245c"	17104	17513	1291	1862	10841	2955	13615	10207	3436	3669	3086	9087
"gene:Rv3246c"	16899	19596	1077	1620	10877	4012	44729	37834	2056	2542	2471	5671
"gene:Rv3247c"	1528	1462	401	543	805	179	172	91	63	120	556	809
"gene:Rv3248c"	13424	12450	5238	7373	12453	2391	3022	2502	1407	2700	13890	11424
"gene:Rv3249c"	1284	1211	2054	3179	6900	1664	895	872	236	606	20067	11285
"gene:Rv3250c"	221	215	908	1149	1769	387	215	217	44	141	4333	2735
"gene:Rv3251c"	119	110	313	417	998	287	109	85	25	107	3052	1956
"gene:Rv3252c"	1631	1774	6597	9177	18414	6800	782	781	363	1882	41598	32698
"gene:Rv3253c"	770	789	186	284	388	57	493	336	115	169	124	243
"gene:Rv3254"	1545	1584	609	807	1359	354	975	817	709	577	728	1133
"gene:Rv3255c"	4186	4059	698	1019	1544	258	2038	1370	1416	1505	648	1511
"gene:Rv3256c"	4118	4044	935	1200	1917	289	2777	1880	1616	1615	741	1832
"gene:Rv3257c"	10225	10418	3021	3891	6086	1055	7369	5108	2094	2700	1914	4771
"gene:Rv3258c"	4875	4623	201	240	2495	630	3328	1638	131	247	357	473
"gene:Rv3259"	310	379	113	146	396	157	129	56	46	46	169	277
"gene:Rv3260c"	6350	5419	418	529	7738	1681	2724	1431	338	442	2714	3023
"gene:Rv3261"	1774	1738	290	395	1312	482	863	634	96	160	535	753
"gene:Rv3262"	1719	1830	369	462	904	315	4024	2694	118	142	508	585
"gene:Rv3263"	970	871	186	270	837	251	577	423	49	78	202	223
"gene:Rv3264c"	6346	6549	551	781	2199	822	2291	1637	472	715	1205	2217
"gene:Rv3265c"	2963	2733	353	511	1214	436	785	458	141	192	624	1080
"gene:Rv3266c"	3876	4372	1353	1811	3168	1190	3135	2395	892	1031	1565	2425
"gene:Rv3267"	11243	10642	2295	3508	4356	1332	9121	5792	982	1303	1337	2647
"gene:Rv3268"	4504	4235	1372	1761	2865	862	1950	1128	536	617	1347	1319
"gene:Rv3269"	1588	1552	2798	3588	7855	17942	58570	7850	926	1128	51065	27749
"gene:Rv3270"	7552	6935	6412	9599	20856	52464	156515	19752	6780	8585	253974	101588
"gene:Rv3271c"	3176	3080	578	786	1008	160	1201	978	419	525	196	785
"gene:Rv3272"	3674	3855	828	1088	1687	983	2103	2275	503	619	2147	1735
"gene:Rv3273"	10734	10955	1523	2010	3493	868	7903	8823	1939	1909	2482	2191
"gene:Rv3274c"	4438	4804	525	794	3175	938	2387	2171	504	572	802	2702
"gene:Rv3275c"	1464	1521	141	162	674	167	559	429	119	150	303	485
"gene:Rv3276c"	3269	3298	255	339	1724	526	1013	670	151	239	345	1079
"gene:Rv3277"	3971	3555	202	217	2797	1090	597	341	100	153	804	2287
"gene:Rv3278c"	261	257	212	300	286	50	177	189	119	120	77	317
"gene:Rv3279c"	608	589	221	263	687	206	226	181	73	108	203	786
"gene:Rv3280"	6109	5530	502	650	3129	754	1530	1322	389	512	723	1346
"gene:Rv3281"	2638	2692	176	257	1020	335	862	805	145	218	294	660
"gene:Rv3282"	2121	2228	146	170	627	180	317	252	92	112	136	399
"gene:Rv3283"	9975	10011	3330	4535	9655	3127	8621	9045	4151	3058	3990	12552
"gene:Rv3284"	3721	3809	599	864	2615	715	1338	1080	1223	845	1055	3865
"gene:Rv3285"	17524	17356	2735	3831	12098	3197	9297	7658	5421	4197	3454	6897
"gene:Rv3286c"	1136	1086	1492	2215	1675	673	805	656	1742	1175	1322	4463
"gene:Rv3287c"	1257	1110	1431	2052	3138	1175	1367	1396	2910	2048	2184	5845
"gene:Rv3288c"	2745	2598	2025	2977	8291	3116	3252	4041	6329	4592	8508	17187
"gene:Rv3289c"	3516	3664	1668	2613	9795	4057	2280	3518	10619	7332	13126	21860
"gene:Rv3290c"	41327	47164	15099	21550	99038	61713	22334	46728	88259	66391	162944	213735
"gene:Rv3291c"	157	150	60	84	166	52	75	54	39	56	68	152
"gene:Rv3292"	3144	2998	410	553	3119	1390	1098	1182	504	667	2629	2479
"gene:Rv3293"	4037	3782	250	417	2172	694	1663	1367	769	987	2031	2525
"gene:Rv3294c"	13	22	94	126	81	26	1	10	7	7	14	17
"gene:Rv3295"	7902	8186	1056	1352	2821	837	2939	2572	2025	1974	1810	5166
"gene:Rv3296"	5795	5882	492	693	3888	998	3420	2359	1307	1208	1470	4592
"gene:Rv3297"	528	562	53	93	289	45	254	199	92	78	113	278
"gene:Rv3298c"	734	797	319	427	449	126	326	289	144	154	133	354
"gene:Rv3299c"	4552	4471	1024	1546	2406	465	3096	3456	973	801	912	1253
"gene:Rv3300c"	968	1080	402	542	661	196	685	682	369	278	206	339
"gene:Rv3301c"	1373	1447	367	527	1226	340	688	757	229	256	432	563
"gene:Rv3302c"	3300	3467	1146	1642	1794	304	2095	1875	868	733	520	837
"gene:Rv3303c"	2339	2296	737	1065	1476	446	1070	939	250	236	367	616
"gene:Rv3304"	789	739	52	63	610	239	219	159	30	77	218	246
"gene:Rv3305c"	2858	2832	984	1378	1251	321	1804	1560	487	433	632	755
"gene:Rv3306c"	4390	4918	2208	3223	2029	597	3035	2469	1117	1169	1040	1354
"gene:Rv3307"	2109	1928	229	322	1262	407	3596	2706	224	247	579	1537
"gene:Rv3308"	1859	1792	120	145	410	134	1112	760	71	100	241	657
"gene:Rv3309c"	312	281	2458	3162	1104	648	153	130	352	436	482	1244
"gene:Rv3310"	2703	2272	184	278	1224	116	1170	666	112	415	96	168
"gene:Rv3311"	1944	1911	206	261	1233	145	958	639	154	266	216	487
"gene:Rv3312c"	1450	1335	165	262	1832	453	1142	980	572	643	497	1864
"gene:Rv3312A"	2039	1718	447	591	2875	591	930	785	526	846	171	1208
"gene:Rv3313c"	1278	1303	126	163	548	92	663	572	367	368	169	315
"gene:Rv3314c"	897	972	173	279	409	93	695	560	341	276	148	223
"gene:Rv3315c"	161	154	50	69	110	37	96	93	34	30	39	38
"gene:Rv3316"	620	677	63	73	625	205	321	294	40	41	153	87
"gene:Rv3317"	368	386	52	67	481	152	252	285	54	45	133	107
"gene:Rv3318"	1837	1939	233	306	1767	344	795	826	207	210	367	378
"gene:Rv3319"	1247	1216	104	142	700	105	446	473	160	152	166	203
"gene:Rv3320c"	1132	1160	166	234	203	57	254	254	88	121	133	147
"gene:Rv3321c"	598	695	115	154	154	61	223	270	55	60	105	154
"gene:Rv3322c"	371	403	185	241	240	83	167	111	59	78	125	254
"gene:Rv3323c"	569	470	244	333	796	303	281	178	103	127	240	306
"gene:Rv3324c"	158	122	152	216	146	58	62	49	38	47	65	64
"gene:Rv3325"	127	129	124	161	105	33	47	56	23	29	59	81
"gene:Rv3326"	124	116	396	491	129	52	39	32	23	30	46	70
